,執行單位,標案名稱,詳細連結
3511,屏東縣政府工務處營建工程科,屏東縣恆春鎮僑勇國小老舊校舍整建統包工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372C47&iprjno=1O23241R23242D282I2D2E332K&iuid=3T3F4C4C3N4E3Q4A
3512,屏東縣政府工務處營建工程科,屏東縣恆春鎮恆春國小老舊校舍整建統包工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372C47&iprjno=1O23241R23242D282I2D2E3I2K&iuid=3T3F4C4C3N4E3Q4A
3513,屏東縣政府工務處土木科,縣道200線(2K+200至5K+300)拓寬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372B47&iprjno=1O231T1R23242C292A2E2K3I2J&iuid=3T3F4C4C3N4E3Q4A
3514,屏東縣政府工務處土木科,台電核三廠周邊道路拓建工程（第一期）,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372B47&iprjno=1O231T1R23242C292B2E2H3I2K&iuid=3T3F4C4C3N4E3Q4A
3515,屏東縣恆春鎮水泉國民小學,108年龍泉分校校舍防水隔熱工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252D2B362B3N&iprjno=3O3H424723242E282A2D&iuid=3T3F4C4C3N4E3Q4A
3516,屏東縣恆春鎮公所,108-環境維護暨恆春古城國際豎孤棚設施修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T29222A262D&iuid=3T3F4C4C3N4E3Q4A
3517,屏東縣恆春鎮公所,恆春鎮茄湖里茄苳路及頭溝平寮道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T29222A262B&iuid=3T3F4C4C3N4E3Q4A
3518,屏東縣恆春鎮公所,恆春鎮四溝里興北路、興東巷及網紗里網紗路道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T29222A262A&iuid=3T3F4C4C3N4E3Q4A
3519,屏東縣恆春鎮公所,107-恆春鎮墾丁里潭子巷道路排水溝改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T292227262A&iuid=3T3F4C4C3N4E3Q4A
3520,屏東縣恆春鎮公所,山腳社區活動中心後面空地興建災民收容所,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282229262C&iuid=3T3F4C4C3N4E3Q4A
3521,屏東縣恆春鎮公所,106恆春鎮鵝鑾里燈塔路埔頂路道路及排水溝改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282227262C&iuid=3T3F4C4C3N4E3Q4A
3522,屏東縣恆春鎮公所,恆春國小南灣分部道路暨環境改善空間提升計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T29222C262B&iuid=3T3F4C4C3N4E3Q4A
3523,屏東縣恆春鎮公所,(107年8月豪雨)恆春鎮大平路道路排水溝及護岸災後復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T292225262F&iuid=3T3F4C4C3N4E3Q4A
3524,屏東縣恆春鎮公所,106恆春鎮龍水、大光里等2里道路排水溝修繕工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T2823262729&iuid=3T3F4C4C3N4E3Q4A
3525,屏東縣恆春鎮公所,恆春老街福德宮及南灣南聖宮廟埕廣場及無障礙空間改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282326262C&iuid=3T3F4C4C3N4E3Q4A
3526,屏東縣恆春鎮公所,恆春鎮猴洞山石牌公園改善設計與工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282326272B&iuid=3T3F4C4C3N4E3Q4A
3527,屏東縣恆春鎮公所,頭溝大坪頂農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T2823262629&iuid=3T3F4C4C3N4E3Q4A
3528,屏東縣恆春鎮公所,恆春鎮新營巷排水溝社區道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282325272G&iuid=3T3F4C4C3N4E3Q4A
3529,屏東縣恆春鎮公所,107茄湖里道路及社區活動中心改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282325272H&iuid=3T3F4C4C3N4E3Q4A
3530,屏東縣恆春鎮公所,山海里蟳廣集會所活動中心興建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T28222A2629&iuid=3T3F4C4C3N4E3Q4A
3531,屏東縣恆春鎮公所,屏東縣恆春鎮鎮立納骨堂興建統包工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282226262E&iuid=3T3F4C4C3N4E3Q4A
3532,屏東縣恆春鎮公所,106四溝里道路及排水溝新闢工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T282226262B&iuid=3T3F4C4C3N4E3Q4A
3533,屏東縣恆春鎮公所,恆春鎮南灣及龍水廟埕廣場暨徒步空間提升計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T29222A262E&iuid=3T3F4C4C3N4E3Q4A
3534,屏東縣恆春鎮公所,恆春鎮城北里北門路39巷至新興路防災道路開闢工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T2922292629&iuid=3T3F4C4C3N4E3Q4A
3535,屏東縣恆春鎮公所,恆春鎮四溝里德和里及龍水里地區道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R23242525292A282A2T&iprjno=2G1N1T292228262A&iuid=3T3F4C4C3N4E3Q4A
3536,行政院農業委員會林業試驗所,恆春研究中心龜仔角苗圃整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202322242426282A35&iprjno=1P1Q262I222628252A2F&iuid=3T3F4C4C3N4E3Q4A
3537,行政院農業委員會水土保持局臺南分局,溝里農路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320272526282A35&iprjno=1P1Q262M36272A292I292E2G2Q&iuid=3T3F4C4C3N4E3Q4A
3538,行政院農業委員會水土保持局臺南分局,龍泉水梯田改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320272526282A35&iprjno=1P1Q262H3728272C272C2G&iuid=3T3F4C4C3N4E3Q4A
3539,行政院農業委員會水土保持局臺南分局,出火橋下游野溪整治工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320272526282A35&iprjno=1P1Q261R372N3F30272C2N2D2M2H2M2O2R&iuid=3T3F4C4C3N4E3Q4A
3540,行政院農業委員會水土保持局臺南分局,大溪巷旁野溪治理二期工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320272526282A35&iprjno=1P1Q261R2J2O2R252A2L2B2K2F2K2M2R&iuid=3T3F4C4C3N4E3Q4A
3541,行政院農業委員會林務局屏東林區管理處,墾丁遊樂區仙洞、銀龍洞設備及周邊景觀改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232026242C282A35&iprjno=1P1Q2634242C&iuid=3T3F4C4C3N4E3Q4A
3542,行政院農業委員會林務局屏東林區管理處,墾丁苗圃擋土牆整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R20232026242C282A35&iprjno=1P1Q252J232127&iuid=3T3F4C4C3N4E3Q4A
3543,交通部航港局,歷史建築綠島燈塔及鵝鑾鼻燈塔修復及再利用工程(第1期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2328292426282A35&iprjno=2N2S2G21222C2C282E2E2G&iuid=3T3F4C4C3N4E3Q4A
3544,交通部公路總局第三區養護工程處楓港工務段,楓港工務段108年度省道預約暗溝疏濬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282H3B&iprjno=1P1Q2520222D2F2H2H2I&iuid=3T3F4C4C3N4E3Q4A
3545,交通部公路總局第三區養護工程處楓港工務段,楓港工務段108年度台26線16K+472~79K+924間綠美化及路容維護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282H3B&iprjno=1P1Q2520222D2A2G2J2C&iuid=3T3F4C4C3N4E3Q4A
3546,交通部公路總局第三區養護工程處楓港工務段,楓港工務段恆春監工站108年度省道預約經常性瀝青路面零星修補工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282H3B&iprjno=1P1Q2520222D282H2E2J&iuid=3T3F4C4C3N4E3Q4A
3547,交通部公路總局第三區養護工程處楓港工務段,台26線31K+630~34K+790路面修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282H3B&iprjno=1P1Q26202228272C2C2D&iuid=3T3F4C4C3N4E3Q4A
3548,交通部公路總局第三區養護工程處楓港工務段,108年度楓港工務段轄區轄管省道公路綠美化改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282H3B&iprjno=1P1Q2620222A2D2A2J2G&iuid=3T3F4C4C3N4E3Q4A
3549,台灣自來水股份有限公司第七區管理處恆春營運所,恆春鎮德和里德和路自來水延管工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2D39&iprjno=2Q2H1P202A21262F2F2C2B2G2J&iuid=3T3F4C4C3N4E3Q4A
3550,台灣自來水股份有限公司第七區管理處恆春營運所,恆春淨水場抽水機及配電盤更新工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2D39&iprjno=33301P202921262F2F2C2B2H2Q&iuid=3T3F4C4C3N4E3Q4A
3551,台灣自來水股份有限公司第七區管理處恆春營運所,108年恆春牡丹抽水機單價發包,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2D39&iprjno=33231P21222C23282H2E2K2D2I2L&iuid=3T3F4C4C3N4E3Q4A
3552,台灣電力股份有限公司高屏供電區營運處,345kV核三~瀰力線#16.#28.#29鐵塔包建更換工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2I39&iprjno=1S251S20292B26282D2F&iuid=3T3F4C4C3N4E3Q4A
3553,台灣電力股份有限公司高屏供電區營運處,161kV核三~楓港線#12~#13鐵塔提高改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232L2D2H2I39&iprjno=1S251S20292B26282A2G&iuid=3T3F4C4C3N4E3Q4A
3554,國立恆春高級商工職業學校,108年實習教學環境及設施工程採購案,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2731272527282A3K&iprjno=2O1R1S28222C2829&iuid=3T3F4C4C3N4E3Q4A
3555,海軍陸戰隊指揮部,仁壽營區加油站土壤汙染整治工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q232423242C282A31&iprjno=1P1Q261R27252A282A2C2F2H2L2P2Q2O2Q2T3132&iuid=3T3F4C4C3N4E3Q4A
3556,國防部陸軍司令部,恆春營區兵舍整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q261R232627292A2K2E2J2Q2T2T2O2Q323232&iuid=3T3F4C4C3N4E3Q4A
3557,國防部陸軍司令部,縣道200線2K+200至5K+300拓寬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q2324222426282A31&iprjno=1P1Q251R23252B292A2J2E2K2O2T2S2O2Q2T3132&iuid=3T3F4C4C3N4E3Q4A
3558,墾丁國家公園管理處,108年度據點設施改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q1T20242427282A35&iprjno=1P1T241R23242E252A2E2B2K2R2N&iuid=3T3F4C4C3N4E3Q4A
3559,墾丁國家公園管理處,108年度園區計劃道路養護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q1T20242427282A35&iprjno=1Q1T241R23242D252B2C2B2K2R2N&iuid=3T3F4C4C3N4E3Q4A
3560,墾丁國家公園管理處,108年度「污水處理廠站設施及大灣濱海地區污水改善工程」,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1Q1T20242427282A35&iprjno=1P1T241R23242E252A2F2B2K2R2N&iuid=3T3F4C4C3N4E3Q4A
3561,屏東縣政府水利處下水道科,屏東縣東港鎮污水下水道系統主次幹管及分支管工程(第五標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242D282D2E2G&iuid=3T3F4C4C3N4E3Q4A
3562,屏東縣政府水利處下水道科,屏東縣東港鎮中正路雨水下水道工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242D282J2C2H332J&iuid=3T3F4C4C3N4E3Q4A
3563,屏東縣政府水利處下水道科,東港鎮成功抽水站豎軸式泵浦檢修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242E282B2C2M3I2J&iuid=3T3F4C4C3N4E3Q4A
3564,屏東縣政府水利處下水道科,屏東縣東港鎮污水下水道系統主次幹管及分支管工程(第四標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242D282J2E2J&iuid=3T3F4C4C3N4E3Q4A
3565,屏東縣政府水利處下水道科,屏東縣東港鎮污水下水道系統主次幹管工程(第二標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242B292B2E2G3I2K&iuid=3T3F4C4C3N4E3Q4A
3566,屏東縣政府水利處下水道科,屏東縣東港鎮污水下水道系統主次幹管工程(第三標),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372D2T&iprjno=1P20211R23242C282G2C2M&iuid=3T3F4C4C3N4E3Q4A
3567,屏東縣政府水利處水利工程科,牛埔溪建安橋下游護欄加高改善及水閘門增設工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372B2T&iprjno=1P201T1R23242E282I2C2L332J&iuid=3T3F4C4C3N4E3Q4A
3568,屏東縣政府水利處水利工程科,牛埔溪建安橋上游左右岸溝牆加高工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372B2T&iprjno=1P201T1R23242E282F2D2I3I2J&iuid=3T3F4C4C3N4E3Q4A
3569,屏東縣政府水利處水利工程科,三西和農場滯洪池工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372B2T&iprjno=1P201T1R23242D292A2C2N&iuid=3T3F4C4C3N4E3Q4A
3570,屏東縣政府水利處水利工程科,東港第一排水(不老橋下游0K+000~0K+426)護岸改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372B2T&iprjno=1P201T1R23242D292C2D2E&iuid=3T3F4C4C3N4E3Q4A
3571,屏東縣政府交通旅遊處,108年度東港溪布袋蓮清除計畫,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252N2D282A47&iprjno=1O1Q221R23242E282E2D2L&iuid=3T3F4C4C3N4E3Q4A
3572,屏東縣海洋及漁業事務管理所,108年度東港鹽埔漁港泊區清疏工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M29282B47&iprjno=1O1S201R23242E282B2E2J&iuid=3T3F4C4C3N4E3Q4A
3573,屏東縣政府工務處養護科,(108)屏125線0K+350-2K+180道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372D47&iprjno=1O23211R23242E282E2D2L332K&iuid=3T3F4C4C3N4E3Q4A
3574,屏東縣東港鎮東光國民小學,屏東縣東光國民小學107年度二期校舍防水隔熱工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252D2B3E2B3N&iprjno=1P1Q261R2227&iuid=3T3F4C4C3N4E3Q4A
3575,屏東縣東港鎮東港國民小學,東港國小108年前庭步道改善暨環境綠美化工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252D2B322H3N&iprjno=1P1Q2620272428&iuid=3T3F4C4C3N4E3Q4A
3576,屏東縣東港鎮公所,(107)屏東縣東港鎮東港迎王平安祭典繞境路線周邊路網改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q25202B2527&iuid=3T3F4C4C3N4E3Q4A
3577,屏東縣東港鎮公所,107年8月豪雨東港鎮大鵬路178巷道路災後復建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q252J242D282G&iuid=3T3F4C4C3N4E3Q4A
3578,屏東縣東港鎮公所,(106)屏東縣東港鎮南平路道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q252025262C&iuid=3T3F4C4C3N4E3Q4A
3579,屏東縣東港鎮公所,106-東港鎮興東路排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q24202A262E&iuid=3T3F4C4C3N4E3Q4A
3580,屏東縣東港鎮公所,東港鎮下廍社區道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q242124242C&iuid=3T3F4C4C3N4E3Q4A
3581,屏東縣東港鎮公所,（107）屏東縣東港鎮1-4號道路周邊路網改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252929282A2T&iprjno=1P1Q2534252D282G&iuid=3T3F4C4C3N4E3Q4A
3582,行政院農業委員會水土保持局臺南分局,東港鎮興農路及東港三和路旁道路排水改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320272526282A35&iprjno=1P1Q2634312L23282B2C2B2G2I2Q&iuid=3T3F4C4C3N4E3Q4A
3583,行政院農業委員會漁業署,屏東縣東港泊區南側深水碼頭整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320242426282A35&iprjno=2D1Q2621222A2728272D&iuid=3T3F4C4C3N4E3Q4A
3584,行政院農業委員會漁業署,屏東縣東港泊區北側深水碼頭整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R202320242426282A35&iprjno=2D1Q2621222A2728&iuid=3T3F4C4C3N4E3Q4A
3585,交通部公路總局第三區養護工程處潮州工務段,潮州工務段東港監工站轄內108年度省道公路零星修復工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282C3B&iprjno=1P1Q262022242B2C2H2I&iuid=3T3F4C4C3N4E3Q4A
3586,交通部公路總局第三區養護工程處潮州工務段,潮州工務段108年度省道預約經常性照明設備維修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282C3B&iprjno=1P1Q2520222D2E292I2E&iuid=3T3F4C4C3N4E3Q4A
3587,交通部公路總局第三區養護工程處潮州工務段,潮州工務段東港監工站108年度省道路面清掃維護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282C3B&iprjno=1P1Q2520222D2D2H2J2G&iuid=3T3F4C4C3N4E3Q4A
3588,交通部公路總局第三區養護工程處潮州工務段,潮州工務段東港監工站轄區108年度省道預約暗溝疏濬工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2322272429282C3B&iprjno=1P1Q25202324272B2G2L&iuid=3T3F4C4C3N4E3Q4A
3589,交通部觀光局大鵬灣國家風景區管理處,2019燈會場地復原工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=2Q1N1T202A24262A&iuid=3T3F4C4C3N4E3Q4A
3590,交通部觀光局大鵬灣國家風景區管理處,108年度大鵬灣人工濕地過濾池清洗維護工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q26202524282C&iuid=3T3F4C4C3N4E3Q4A
3591,交通部觀光局大鵬灣國家風景區管理處,大鵬灣濱灣公園亮點平台遮體工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q25202328&iuid=3T3F4C4C3N4E3Q4A
3592,交通部觀光局大鵬灣國家風景區管理處,108年度大鵬灣轄內路燈維護開口合約,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q262025242728&iuid=3T3F4C4C3N4E3Q4A
3593,交通部觀光局大鵬灣國家風景區管理處,大鵬灣濱灣泊靠2號碼頭設施新建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q2520242B&iuid=3T3F4C4C3N4E3Q4A
3594,交通部觀光局大鵬灣國家風景區管理處,108年度潮口航道浚渫工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q26202226&iuid=3T3F4C4C3N4E3Q4A
3595,交通部觀光局大鵬灣國家風景區管理處,108年度大鵬灣轄內環境設施維護(含漂流木清理)開口合約-第二標,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q262025242829&iuid=3T3F4C4C3N4E3Q4A
3596,交通部觀光局大鵬灣國家風景區管理處,鵬村濕地服務設施整建工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R23202A242F282A36&iprjno=1P1Q26202228&iuid=3T3F4C4C3N4E3Q4A
3597,台灣自來水股份有限公司第七區管理處東港營運所,108年度東港所管線單價工程(一),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2A39&iprjno=21311P202A21262F2F2C2B2G2J&iuid=3T3F4C4C3N4E3Q4A
3598,台灣自來水股份有限公司第七區管理處東港營運所,106年度東港所管線單價工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2A39&iprjno=21311P202821262F2F2C2B2G2J2H2M2P&iuid=3T3F4C4C3N4E3Q4A
3599,台灣自來水股份有限公司第七區管理處東港營運所,107東港所年度管線單價工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2A39&iprjno=21311P202921262F2F2C2B2G2J&iuid=3T3F4C4C3N4E3Q4A
3600,台灣自來水股份有限公司第七區管理處東港營運所,南州鄉米崙村供水延管工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212524242D3B2A39&iprjno=2Q2H1P202A21262F2F2C2B2G2N&iuid=3T3F4C4C3N4E3Q4A
3601,台灣電力股份有限公司輸變電工程處南區施工處,69kV興龍~林邊線#28~#53導向鑽掘及明挖管路埋設工程(穿越東港陸橋段),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R2123232M2C282C39&iprjno=202124202A2927282B2L&iuid=3T3F4C4C3N4E3Q4A
3602,經濟部水利署第七河川局,屏東縣南平里海岸環境改善工程(第三期),http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R1R212222252D282A35&iprjno=1P1Q2620252A&iuid=3T3F4C4C3N4E3Q4A
3603,屏東縣政府水利處水利工程科,潮州鎮綠溪橋上游左岸水防道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425253328372B2T&iprjno=1P201T1R23242E282H2D2K3I2J&iuid=3T3F4C4C3N4E3Q4A
3604,屏東縣政府社會處,屏東縣飛夢林家園宿舍室內裝修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M2F282A47&iprjno=1O21251R23242E282D2E2G332J&iuid=3T3F4C4C3N4E3Q4A
3605,屏東縣政府工務處營建工程科,屏東縣潮州鎮潮州國民小學特教大樓耐震能力補強工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372C47&iprjno=1O23241R23242E282D2E2L3I2J&iuid=3T3F4C4C3N4E3Q4A
3606,屏東縣政府工務處營建工程科,屏東縣潮州社福園區長青幸福館及輔具資源中心整修工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372C47&iprjno=1O23241R23242D292B2E2M332J&iuid=3T3F4C4C3N4E3Q4A
3607,屏東縣政府工務處土木科,107-潮州鎮三林路129巷道路改善工程,http://cmdweb.pcc.gov.tw/pccms/owa/guesmap.prnprj?iwkut=1R232425252M27372B47&iprjno=1O231T1R23242E282B2C2N3I2J&iuid=3T3F4C4C3N4E3Q4A
